214502,0
87560,1
122483,20
36940,55
290951,1
144033,6
188508,7
102997,3
36902,4
342823,1
400873,3
346180,3
196751,19
231046,10
210807,2
2587,15
129217,0
412163,4
249602,5
3706,5
232893,3
401371,7
189951,3
88686,2
346662,5
295627,2
380055,5
193194,10
96234,4
42684,9
157788,11
66968,8
413432,7
259025,16
153550,15
205171,2
98830,2
164312,4
172005,10
49976,4
303003,5
342124,6
46627,13
33928,0
151183,1
2012,5
2385,10
67690,2
333398,5
423031,5
93846,26
288392,6
278593,5
155646,4
309897,3
66734,54
175969,1
287435,6
422549,7
406890,22
325537,4
78144,4
154226,8
39192,12
210271,6
343258,6
1337,3
276412,1
391737,4
215508,14
50853,6
229872,8
289438,2
333114,15
247050,20
143049,1
189789,11
378203,29
55518,9
180376,4
371600,5
311113,6
396065,3
9195,8
323439,6
76331,0
316449,4
116321,11
160997,10
329833,5
233044,0
187049,5
56241,7
98518,5
299631,5
147380,1
110109,7
374024,11
334192,6
142989,4
8668,2
266046,6
59376,21
162492,3
212786,13
216645,5
313214,3
247135,12
197970,1
1744,11
160022,6
350375,12
402694,6
235595,11
18885,3
69419,14
144255,6
261482,2
87262,5
222013,16
294279,16
196262,16
26622,5
340873,23
126201,6
135436,3
347796,1
351730,4
42975,26
38156,11
422268,2
341592,3
24838,2
19213,2
55733,2
97637,9
48912,0
76059,37
25842,5
371190,4
360886,1
56480,0
344990,1
42967,1
161273,17
308543,6
304950,2
33633,10
404803,2
241033,0
52793,16
194132,29
359796,11
154183,6
33768,4
379617,4
248425,9
155167,1
299581,1
353300,1
348929,8
148317,34
53503,4
247122,2
192163,5
148424,3
203304,1
372513,1
382670,7
317644,12
353333,4
162715,4
3840,1
44842,21
268220,6
42108,2
200317,21
224472,6
40805,3
322968,16
205762,2
111482,10
345516,8
276020,6
235430,1
119310,4
213142,3
321902,23
52922,15
110267,7
58684,16
152595,5
92439,17
145667,2
13684,16
417726,3
51972,5
260757,2
24677,3
141694,2
66741,6
251555,2
14061,12
89959,5
145725,7
101845,18
209245,30
359173,16
321894,7
132250,6
262016,1
222140,1
376306,9
16509,5
258309,10
116891,27
421357,13
342366,8
235483,18
2987,15
125977,5
81054,4
109633,8
135863,0
208188,2
372937,6
140118,11
421502,1
39354,10
116988,9
355692,5
169460,2
235245,16
138516,3
392377,15
291610,11
44132,7
104060,35
160144,5
395521,9
340384,12
180737,15
195725,4
125476,10
98787,4
113073,3
53274,25
25958,4
242730,3
104935,6
315480,20
262618,10
413211,4
384915,19
337593,3
397093,9
339555,5
151690,1
256242,5
134083,6
204486,1
266418,3
186910,4
366009,4
160664,11
419994,5
98540,11
170500,2
314284,9
15492,1
81221,17
56204,2
9695,3
142852,11
276901,7
160932,5
382571,6
311272,3
326559,5
273168,5
293177,41
165553,6
317913,9
260161,11
140648,4
127374,38
216683,5
154192,3
246558,19
119556,35
1722,4
216663,8
234138,6
177288,32
125788,1
317860,9
40087,15
27026,3
115966,5
153036,5
339870,1
253654,4
197207,3
210960,8
330623,6
357809,9
146396,21
86330,15
306847,15
50138,10
327282,6
227433,15
336893,2
238845,5
10215,3
86287,5
213262,2
335346,4
92784,1
228806,12
215741,4
395940,4
35971,16
259198,3
47909,7
43630,3
235758,5
258959,5
417765,22
35822,11
225879,6
170669,2
94490,3
18292,10
246318,11
4552,6
73553,22
150272,7
235345,6
134642,6
162420,9
365510,1
164407,7
18417,8
387011,10
244928,13
2680,36
73388,9
242624,4
93721,2
214556,16
83700,3
175828,7
356203,5
309377,10
307891,9
82351,20
26924,5
401491,2
48052,12
849,2
55957,3
150889,8
300605,6
17225,12
128466,4
251125,18
377450,1
300945,8
113211,4
358321,5
257436,3
337305,10
255782,20
398549,7
221162,5
222895,2
12081,1
13765,5
288853,2
142911,18
420782,27
58382,13
99061,4
41782,6
393838,1
289675,9
351999,1
270109,6
255258,7
117486,17
92310,11
35265,12
11085,8
197806,11
341232,3
14830,2
388196,1
281961,13
325122,1
89245,4
410323,14
164169,5
347719,0
67324,7
253344,8
334467,1
25153,6
138861,8
158598,7
26571,1
123711,1
276203,3
188788,7
162405,6
135183,13
406289,8
275768,16
347128,4
56079,3
76731,16
313128,4
295764,2
196840,7
317615,4
234936,3
139772,22
217604,25
70544,3
242106,5
33917,6
19017,13
29403,7
27181,1
288150,6
11434,3
388642,3
360260,6
11337,18
51785,8
394810,10
170389,3
292606,12
122069,9
54649,10
239901,3
269058,14
177017,9
118291,6
138101,12
59603,2
44239,10
381644,10
360167,2
43343,16
90223,1
404967,6
172030,32
260900,6
220486,2
22690,5
303326,1
204399,11
266888,5
286682,5
86032,4
357184,1
89569,5
131770,17
361410,1
346737,15
401911,7
286275,22
188685,12
278842,3
10061,63
152233,14
162451,10
239294,3
205445,16
164111,10
171773,4
250797,11
301732,7
146140,5
205365,13
287602,4
45797,7
372350,4
161027,2
150026,17
202129,4
183316,6
206621,11
271171,5
234340,4
334849,0
43926,8
261152,9
355945,7
