214502,31
87560,6
122483,4
36940,80
290951,5
144033,279
188508,22
102997,3
36902,2
342823,1
400873,53
346180,16
196751,18
231046,116
210807,60
2587,127
129217,1
412163,10
249602,1
3706,1
232893,3
401371,3
189951,7
88686,18
346662,5
295627,5
380055,32
193194,51
96234,11
42684,8
157788,83
66968,4
413432,2
259025,15
153550,53
205171,17
98830,8
164312,8
172005,40
49976,0
303003,52
342124,17
46627,38
33928,2
151183,37
2012,12
2385,3
67690,7
333398,7
423031,57
93846,27
288392,5
278593,13
155646,158
309897,16
66734,78
175969,6
287435,86
422549,12
406890,118
325537,9
78144,7
154226,5
39192,43
210271,3
343258,40
1337,23
276412,8
391737,12
215508,12
50853,1
229872,51
289438,2
333114,31
247050,5
143049,16
189789,63
378203,10
55518,10
180376,6
371600,7
311113,5
396065,5
9195,2
323439,14
76331,22
316449,7
116321,55
160997,8
329833,6
233044,1
187049,31
56241,24
98518,8
299631,7
147380,78
110109,33
374024,61
334192,10
142989,6
8668,3
266046,64
59376,29
162492,10
212786,9
216645,12
313214,3
247135,20
197970,3
1744,23
160022,29
350375,9
402694,14
235595,41
18885,0
69419,6
144255,19
261482,2
87262,19
222013,27
294279,24
196262,14
26622,22
340873,51
126201,26
135436,10
347796,5
351730,11
42975,9
38156,3
422268,11
341592,12
24838,22
19213,4
55733,0
97637,44
48912,0
76059,65
25842,7
371190,10
360886,8
56480,0
344990,0
42967,0
161273,46
308543,52
304950,31
33633,14
404803,22
241033,0
52793,27
194132,18
359796,11
154183,16
33768,40
379617,15
248425,18
155167,7
299581,1
353300,1
348929,17
148317,20
53503,7
247122,32
192163,10
148424,2
203304,14
372513,17
382670,43
317644,38
353333,1
162715,18
3840,40
44842,11
268220,21
42108,14
200317,2
224472,20
40805,10
322968,27
205762,15
111482,42
345516,48
276020,6
235430,6
119310,3
213142,8
321902,20
52922,44
110267,54
58684,18
152595,66
92439,24
145667,1
13684,6
417726,8
51972,20
260757,3
24677,9
141694,9
66741,17
251555,2
14061,5
89959,23
145725,18
101845,69
209245,147
359173,47
321894,13
132250,27
262016,2
222140,23
376306,57
16509,17
258309,3
116891,101
421357,113
342366,29
235483,74
2987,2
125977,19
81054,16
109633,11
135863,3
208188,1
372937,0
140118,8
421502,6
39354,69
116988,9
355692,4
169460,4
235245,60
138516,18
392377,13
291610,91
44132,18
104060,19
160144,1
