214502,70
87560,25
122483,158
36940,191
290951,40
144033,344
188508,343
102997,22
36902,19
342823,4
400873,59
346180,52
196751,301
231046,188
210807,138
2587,384
129217,6
412163,27
249602,29
3706,26
232893,10
401371,23
189951,86
88686,18
346662,17
295627,17
380055,54
193194,173
96234,27
42684,71
157788,286
66968,42
413432,34
259025,73
153550,164
205171,27
98830,10
164312,25
172005,159
49976,72
303003,81
342124,36
46627,544
33928,20
151183,46
2012,62
2385,44
67690,14
333398,7
423031,70
93846,87
288392,75
278593,118
155646,195
309897,73
66734,227
175969,9
287435,118
422549,26
406890,234
325537,20
78144,20
154226,80
39192,92
210271,29
343258,217
1337,90
276412,17
391737,74
215508,117
50853,57
229872,320
289438,18
333114,111
247050,111
143049,180
189789,131
378203,56
55518,21
180376,6
371600,176
311113,16
396065,48
9195,48
323439,53
76331,31
316449,28
116321,309
160997,70
329833,54
233044,8
187049,101
56241,36
98518,72
299631,54
147380,94
110109,163
374024,149
334192,54
142989,192
8668,8
266046,145
59376,100
162492,15
212786,129
216645,45
313214,28
247135,43
197970,23
1744,28
160022,190
350375,55
402694,18
235595,234
18885,41
69419,86
144255,71
261482,18
87262,65
222013,150
294279,392
196262,29
26622,71
340873,288
126201,39
135436,25
347796,11
351730,17
42975,144
38156,47
422268,14
341592,107
24838,25
19213,26
55733,12
97637,97
48912,18
76059,632
25842,39
371190,35
360886,14
56480,9
344990,14
42967,3
161273,164
308543,135
304950,41
33633,129
404803,67
241033,17
52793,215
194132,117
359796,271
154183,65
33768,129
379617,47
248425,49
155167,26
299581,13
353300,4
348929,343
148317,177
53503,144
247122,72
192163,35
148424,5
203304,49
372513,25
382670,111
317644,62
353333,25
162715,77
3840,43
44842,154
268220,23
42108,43
200317,117
224472,35
40805,37
322968,229
205762,46
111482,504
345516,104
276020,222
235430,22
119310,46
213142,26
321902,684
52922,450
110267,79
58684,98
152595,84
92439,326
145667,46
13684,155
417726,22
51972,37
260757,17
24677,92
141694,68
66741,76
251555,53
14061,110
89959,78
145725,55
101845,245
209245,242
359173,97
321894,38
132250,158
262016,47
222140,29
376306,220
16509,86
258309,23
116891,622
421357,780
342366,118
235483,482
2987,30
125977,84
81054,225
109633,51
135863,76
208188,23
372937,34
140118,81
421502,82
39354,118
116988,65
355692,61
169460,30
235245,119
138516,30
392377,99
291610,127
44132,41
104060,201
160144,6
395521,101
340384,60
180737,151
195725,20
125476,32
98787,45
113073,39
53274,233
25958,24
242730,32
104935,42
315480,47
262618,352
413211,98
384915,63
337593,8
397093,265
339555,71
151690,18
256242,57
134083,35
204486,28
266418,152
186910,49
366009,59
160664,73
419994,50
98540,40
170500,31
314284,149
15492,109
81221,130
56204,9
9695,143
142852,480
276901,29
160932,30
382571,32
311272,142
326559,49
273168,27
293177,356
165553,60
317913,59
260161,153
140648,18
127374,283
216683,127
154192,144
246558,247
119556,197
1722,94
216663,59
234138,65
177288,167
125788,10
317860,21
40087,103
27026,40
115966,34
153036,9
339870,348
253654,293
197207,84
210960,208
330623,49
357809,68
146396,2207
86330,92
306847,492
50138,134
327282,85
227433,242
336893,13
238845,85
10215,32
86287,39
213262,25
335346,30
92784,7
228806,83
215741,24
395940,175
35971,130
259198,30
47909,79
43630,69
235758,72
258959,17
417765,312
35822,375
225879,85
170669,66
94490,27
18292,53
246318,85
4552,61
73553,458
150272,47
235345,115
134642,287
162420,82
365510,14
164407,133
18417,74
387011,146
244928,204
2680,917
73388,114
242624,66
93721,155
214556,69
83700,31
175828,88
356203,99
309377,227
307891,199
82351,121
26924,73
401491,21
48052,144
849,79
55957,64
150889,141
300605,126
17225,25
128466,110
251125,288
377450,11
300945,77
113211,89
358321,129
257436,56
337305,137
255782,408
398549,25
221162,70
222895,44
12081,7
13765,128
288853,5
142911,236
420782,75
58382,113
99061,26
41782,64
393838,10
289675,28
351999,267
270109,42
255258,21
117486,295
92310,133
35265,67
11085,75
197806,120
341232,286
14830,27
388196,22
281961,42
